attack_type,max_iter,learning_rate,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,clean_pred_class,adv_pred_class,clean_confidence,adv_confidence
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0000.tiff,dataset/attacks/error_generic/cw/007_n005908_Meera_Jasmine/0000.tiff,0.010006,0.006217,5460,8271,0.8913367390632629,0.052324701100587845
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0002.tiff,dataset/attacks/error_generic/cw/007_n005908_Meera_Jasmine/0002.tiff,0.005,0.003448,5460,6779,0.4067416191101074,0.013089022599160671
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0003.tiff,dataset/attacks/error_generic/cw/007_n005908_Meera_Jasmine/0003.tiff,0.005,0.003992,5460,8271,0.50631183385849,0.014415215700864792
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0004.tiff,dataset/attacks/error_generic/cw/007_n005908_Meera_Jasmine/0004.tiff,0.005,0.003429,5460,8271,0.5800417065620422,0.09230354428291321
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0005.tiff,dataset/attacks/error_generic/cw/007_n005908_Meera_Jasmine/0005.tiff,0.005,0.003609,5460,6860,0.6982337832450867,0.02712804637849331
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0006.tiff,dataset/attacks/error_generic/cw/007_n005908_Meera_Jasmine/0006.tiff,0.010006,0.006624,5460,8271,0.816277265548706,0.03148787468671799
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0008.tiff,dataset/attacks/error_generic/cw/007_n005908_Meera_Jasmine/0008.tiff,0.005,0.00365,5460,6762,0.6643484830856323,0.043426763266325
cw_linf,10,0.01,False,none,-1,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0009.tiff,dataset/attacks/error_generic/cw/007_n005908_Meera_Jasmine/0009.tiff,0.005,0.003745,5460,8271,0.852837860584259,0.2626219689846039
cw_linf,10,0.01,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0001.tiff,dataset/attacks/error_generic/cw/008_n001564_Cherish_Lee/0001.tiff,0.005,0.003619,1471,5925,0.08935277909040451,0.0012639377964660525
cw_linf,10,0.01,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0003.tiff,dataset/attacks/error_generic/cw/008_n001564_Cherish_Lee/0003.tiff,0.005,0.004138,1471,3159,0.45867329835891724,0.019605252891778946
cw_linf,10,0.01,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0004.tiff,dataset/attacks/error_generic/cw/008_n001564_Cherish_Lee/0004.tiff,0.005,0.003653,1471,3177,0.6589727997779846,0.016251597553491592
cw_linf,10,0.01,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0005.tiff,dataset/attacks/error_generic/cw/008_n001564_Cherish_Lee/0005.tiff,0.005,0.004287,1471,3159,0.7762967944145203,0.08183924853801727
cw_linf,10,0.01,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0007.tiff,dataset/attacks/error_generic/cw/008_n001564_Cherish_Lee/0007.tiff,0.005,0.004183,1471,4773,0.32007896900177,0.0033318244386464357
cw_linf,10,0.01,False,none,-1,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0009.tiff,dataset/attacks/error_generic/cw/008_n001564_Cherish_Lee/0009.tiff,0.005,0.004106,1471,3159,0.47454923391342163,0.02587858773767948
cw_linf,10,0.01,False,none,-1,9,n007934,"""Sergio_van_Dijk""",009_n007934_Sergio_van_Dijk,dataset/clean_cropped/NN1/009_n007934_Sergio_van_Dijk/0000.tiff,dataset/attacks/error_generic/cw/009_n007934_Sergio_van_Dijk/0000.tiff,0.005,0.003304,7379,3195,0.676511824131012,0.07204113900661469
cw_linf,10,0.01,False,none,-1,9,n007934,"""Sergio_van_Dijk""",009_n007934_Sergio_van_Dijk,dataset/clean_cropped/NN1/009_n007934_Sergio_van_Dijk/0001.tiff,dataset/attacks/error_generic/cw/009_n007934_Sergio_van_Dijk/0001.tiff,0.005,0.003398,7379,3601,0.41155117750167847,0.015163274481892586
cw_linf,10,0.01,False,none,-1,9,n007934,"""Sergio_van_Dijk""",009_n007934_Sergio_van_Dijk,dataset/clean_cropped/NN1/009_n007934_Sergio_van_Dijk/0002.tiff,dataset/attacks/error_generic/cw/009_n007934_Sergio_van_Dijk/0002.tiff,0.005,0.003414,7379,181,0.6906424760818481,0.16721753776073456
