attack_type,eps,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,true_facenet_id,clean_pred_class,adv_pred_class,adv_target_class_confidence,clean_correct_nn2,adv_correct_nn2,target_success_nn2,untargeted_success_nn2
bim,0.025,True,least-likely,8034,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0000.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/001_n002771_Felix_Neureuther/0000.tiff,0.025,0.017053,2585,2585,2585,3.6279841e-09,1,1,0,0
bim,0.025,True,least-likely,5020,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0001.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/001_n002771_Felix_Neureuther/0001.tiff,0.025,0.014835,2585,2585,2231,1.0055697e-06,1,0,0,1
bim,0.025,True,least-likely,8034,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0002.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/001_n002771_Felix_Neureuther/0002.tiff,0.025,0.016328,2585,2585,2585,6.1327405e-09,1,1,0,0
bim,0.025,True,least-likely,7728,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0003.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/001_n002771_Felix_Neureuther/0003.tiff,0.025,0.016588,2585,2585,2585,6.807752e-07,1,1,0,0
bim,0.025,True,least-likely,2900,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0004.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/001_n002771_Felix_Neureuther/0004.tiff,0.025,0.014729,2585,2585,5640,1.9240169e-08,1,0,0,1
bim,0.025,True,least-likely,7562,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0005.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/001_n002771_Felix_Neureuther/0005.tiff,0.025,0.015317,2585,2585,7171,1.7723825e-05,1,0,0,1
bim,0.025,True,least-likely,3347,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0006.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/001_n002771_Felix_Neureuther/0006.tiff,0.025,0.016364,2585,2585,239,3.7135494e-05,1,0,0,1
bim,0.025,True,least-likely,2319,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0008.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/001_n002771_Felix_Neureuther/0008.tiff,0.025,0.016094,2585,2585,2419,2.990887e-06,1,0,0,1
bim,0.025,True,least-likely,3481,1,n002771,"""Felix_Neureuther""",001_n002771_Felix_Neureuther,dataset/clean_cropped/NN1/001_n002771_Felix_Neureuther/0009.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/001_n002771_Felix_Neureuther/0009.tiff,0.025,0.015795,2585,2585,2585,7.401065e-07,1,1,0,0
bim,0.025,True,least-likely,6720,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0000.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0000.tiff,0.025,0.014961,5658,5658,5658,5.694289e-05,1,1,0,0
bim,0.025,True,least-likely,4438,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0001.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0001.tiff,0.025,0.01596,5658,5658,1695,9.067848e-08,1,0,0,1
bim,0.025,True,least-likely,6773,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0002.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0002.tiff,0.025,0.017438,5658,5658,5658,3.4367295e-07,1,1,0,0
bim,0.025,True,least-likely,2689,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0004.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0004.tiff,0.025,0.015283,5658,5658,5658,1.9494792e-10,1,1,0,0
bim,0.025,True,least-likely,7543,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0005.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0005.tiff,0.025,0.015049,5658,5658,2109,4.192195e-07,1,0,0,1
bim,0.025,True,least-likely,6656,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0006.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0006.tiff,0.025,0.015462,5658,5658,5658,2.682156e-09,1,1,0,0
bim,0.025,True,least-likely,5706,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0007.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0007.tiff,0.025,0.013014,5658,5658,6194,6.983099e-05,1,0,0,1
bim,0.025,True,least-likely,7661,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0008.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0008.tiff,0.025,0.015954,5658,5658,1695,1.0906936e-05,1,0,0,1
bim,0.025,True,least-likely,6620,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0009.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0009.tiff,0.025,0.014426,5658,5658,4961,0.00011919358,1,0,0,1
bim,0.025,True,least-likely,1377,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0000.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0000.tiff,0.025,0.015756,6487,6487,6487,2.1373505e-09,1,1,0,0
bim,0.025,True,least-likely,1377,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0001.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0001.tiff,0.025,0.014219,6487,6487,495,1.13715934e-08,1,0,0,1
bim,0.025,True,least-likely,785,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0002.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0002.tiff,0.025,0.013979,6487,6487,989,6.8334387e-09,1,0,0,1
bim,0.025,True,least-likely,1377,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0003.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0003.tiff,0.025,0.016372,6487,6487,6487,4.1537766e-11,1,1,0,0
bim,0.025,True,least-likely,1377,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0004.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0004.tiff,0.025,0.016307,6487,6487,6487,1.2279796e-09,1,1,0,0
bim,0.025,True,least-likely,1377,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0005.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0005.tiff,0.025,0.01452,6487,6487,6487,1.0273084e-08,1,1,0,0
bim,0.025,True,least-likely,306,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0007.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0007.tiff,0.025,0.013008,6487,6487,8564,9.180291e-07,1,0,0,1
bim,0.025,True,least-likely,8603,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0009.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0009.tiff,0.025,0.016067,6487,6487,6487,5.2093703e-09,1,1,0,0
bim,0.025,True,least-likely,7258,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0000.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0000.tiff,0.025,0.015814,2148,2148,3620,3.025282e-07,1,0,0,1
bim,0.025,True,least-likely,3654,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0001.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0001.tiff,0.025,0.015438,2148,2148,2995,2.6648989e-10,1,0,0,1
bim,0.025,True,least-likely,8022,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0002.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0002.tiff,0.025,0.016645,2148,2148,2148,3.4124085e-07,1,1,0,0
bim,0.025,True,least-likely,1007,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0003.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0003.tiff,0.025,0.014118,2148,2148,2148,5.005542e-10,1,1,0,0
bim,0.025,True,least-likely,8022,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0004.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0004.tiff,0.025,0.01658,2148,2148,2148,1.278646e-07,1,1,0,0
bim,0.025,True,least-likely,6170,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0005.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0005.tiff,0.025,0.014704,2148,2148,2148,4.86329e-08,1,1,0,0
bim,0.025,True,least-likely,917,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0006.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0006.tiff,0.025,0.016959,2148,2148,2148,4.242659e-08,1,1,0,0
bim,0.025,True,least-likely,8022,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0007.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0007.tiff,0.025,0.01702,2148,2148,2148,6.46711e-09,1,1,0,0
bim,0.025,True,least-likely,8022,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0008.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0008.tiff,0.025,0.017362,2148,2148,2148,2.9855534e-07,1,1,0,0
bim,0.025,True,least-likely,830,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0009.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0009.tiff,0.025,0.016727,2148,2148,2148,1.4022805e-07,1,1,0,0
bim,0.025,True,least-likely,8515,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0000.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0000.tiff,0.025,0.015587,1503,1503,1503,2.7963839e-07,1,1,0,0
bim,0.025,True,least-likely,4029,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0001.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0001.tiff,0.025,0.015124,1503,1503,2779,7.516713e-09,1,0,0,1
bim,0.025,True,least-likely,4029,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0002.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0002.tiff,0.025,0.013816,1503,1503,1503,2.4631598e-08,1,1,0,0
bim,0.025,True,least-likely,2956,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0003.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0003.tiff,0.025,0.016212,1503,1503,1503,4.567515e-09,1,1,0,0
bim,0.025,True,least-likely,4497,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0004.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0004.tiff,0.025,0.017146,1503,1503,1503,4.330333e-09,1,1,0,0
bim,0.025,True,least-likely,2563,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0005.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0005.tiff,0.025,0.015712,1503,1503,4010,9.224154e-09,1,0,0,1
bim,0.025,True,least-likely,4029,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0006.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0006.tiff,0.025,0.014635,1503,1503,1503,8.076995e-08,1,1,0,0
bim,0.025,True,least-likely,4029,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0007.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0007.tiff,0.025,0.014694,1503,1503,6755,1.2028652e-06,1,0,0,1
bim,0.025,True,least-likely,472,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0008.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0008.tiff,0.025,0.015027,1503,1503,3747,1.0937534e-08,1,0,0,1
bim,0.025,True,least-likely,5489,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0009.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0009.tiff,0.025,0.01335,1503,1503,5961,4.879821e-08,1,0,0,1
bim,0.025,True,least-likely,7859,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0000.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0000.tiff,0.025,0.014691,3281,3281,6939,6.605913e-07,1,0,0,1
bim,0.025,True,least-likely,7643,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0001.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0001.tiff,0.025,0.017809,3281,3281,3281,1.9700799e-09,1,1,0,0
bim,0.025,True,least-likely,6191,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0002.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0002.tiff,0.025,0.014388,3281,3281,3281,3.4367194e-08,1,1,0,0
bim,0.025,True,least-likely,6827,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0003.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0003.tiff,0.025,0.014498,3281,3281,252,2.5384568e-05,1,0,0,1
bim,0.025,True,least-likely,785,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0004.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0004.tiff,0.025,0.013393,3281,3281,2074,4.5651354e-06,1,0,0,1
bim,0.025,True,least-likely,5429,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0005.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0005.tiff,0.025,0.014773,3281,3281,3281,1.8543705e-07,1,1,0,0
bim,0.025,True,least-likely,3208,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0006.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0006.tiff,0.025,0.014276,3281,1928,1928,2.3888431e-09,0,0,0,0
bim,0.025,True,least-likely,666,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0007.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0007.tiff,0.025,0.013596,3281,3281,3281,1.2257464e-08,1,1,0,0
bim,0.025,True,least-likely,3208,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0008.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0008.tiff,0.025,0.015114,3281,3281,3281,3.2074308e-08,1,1,0,0
bim,0.025,True,least-likely,7643,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0009.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0009.tiff,0.025,0.016296,3281,3281,2955,1.7793582e-08,1,0,0,1
bim,0.025,True,least-likely,1333,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0000.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0000.tiff,0.025,0.016905,5460,5460,7610,7.3066655e-09,1,0,0,1
bim,0.025,True,least-likely,6697,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0002.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0002.tiff,0.025,0.015359,5460,5460,6779,2.19372e-06,1,0,0,1
bim,0.025,True,least-likely,4832,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0003.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0003.tiff,0.025,0.01512,5460,5460,6699,6.6000057e-06,1,0,0,1
bim,0.025,True,least-likely,1164,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0004.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0004.tiff,0.025,0.015407,5460,5460,6780,7.6721193e-07,1,0,0,1
bim,0.025,True,least-likely,604,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0005.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0005.tiff,0.025,0.013866,5460,5460,6779,4.2401015e-07,1,0,0,1
bim,0.025,True,least-likely,604,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0006.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0006.tiff,0.025,0.014799,5460,5460,3640,1.10193426e-07,1,0,0,1
bim,0.025,True,least-likely,5942,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0008.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0008.tiff,0.025,0.014734,5460,5460,5460,5.3673997e-05,1,1,0,0
bim,0.025,True,least-likely,2429,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0009.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0009.tiff,0.025,0.016534,5460,5460,5460,6.489928e-07,1,1,0,0
bim,0.025,True,least-likely,7782,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0001.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/008_n001564_Cherish_Lee/0001.tiff,0.025,0.012901,1471,1471,1471,4.6152886e-06,1,1,0,0
bim,0.025,True,least-likely,5507,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0003.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/008_n001564_Cherish_Lee/0003.tiff,0.025,0.014459,1471,1471,4554,2.3020313e-05,1,0,0,1
