dataset_label,identity_name,target_class,clean_pred_class,target_confidence,source_image_path,adversarial_image_path
4,"""Drake""",830,2148,1.7350146208627848e-06,dataset/clean_cropped/NN1/004_n002295_Drake/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/004_n002295_Drake/0009.jpg
5,"""Chris_Duhon""",2563,1503,1.2859006801591022e-06,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/005_n001597_Chris_Duhon/0005.jpg
5,"""Chris_Duhon""",4029,1503,6.624062507398776e-07,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/005_n001597_Chris_Duhon/0007.jpg
6,"""Héctor_Mancilla""",7643,3281,1.978189402507269e-06,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0001.jpg
6,"""Héctor_Mancilla""",6191,3281,4.44040688307723e-06,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0002.jpg
7,"""Meera_Jasmine""",2429,5460,2.1182862838031724e-05,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0009.jpg
9,"""Sergio_van_Dijk""",5901,7379,6.594628757738974e-06,dataset/clean_cropped/NN1/009_n007934_Sergio_van_Dijk/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/009_n007934_Sergio_van_Dijk/0005.jpg
9,"""Sergio_van_Dijk""",4914,7379,3.952324277634034e-06,dataset/clean_cropped/NN1/009_n007934_Sergio_van_Dijk/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/009_n007934_Sergio_van_Dijk/0007.jpg
12,"""Brandon_Roy""",4741,1109,2.815700781866326e-06,dataset/clean_cropped/NN1/012_n001173_Brandon_Roy/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/012_n001173_Brandon_Roy/0004.jpg
16,"""Simon_Rattle""",271,7514,1.5068355878611328e-06,dataset/clean_cropped/NN1/016_n008084_Simon_Rattle/0000.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/016_n008084_Simon_Rattle/0000.jpg
16,"""Simon_Rattle""",5940,7514,5.669544862030307e-06,dataset/clean_cropped/NN1/016_n008084_Simon_Rattle/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/016_n008084_Simon_Rattle/0007.jpg
19,"""Paul_Le_Guen""",762,6357,1.0237667993351351e-05,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/019_n006844_Paul_Le_Guen/0001.jpg
19,"""Paul_Le_Guen""",7404,6357,1.3124154065735638e-05,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/019_n006844_Paul_Le_Guen/0004.jpg
19,"""Paul_Le_Guen""",7076,6357,1.1182450180058368e-05,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/019_n006844_Paul_Le_Guen/0005.jpg
19,"""Paul_Le_Guen""",7076,6357,2.1432983885461e-06,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/019_n006844_Paul_Le_Guen/0007.jpg
19,"""Paul_Le_Guen""",7076,6357,4.272144906281028e-06,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/019_n006844_Paul_Le_Guen/0009.jpg
20,"""Govinda""",2002,2966,1.0104485227202531e-05,dataset/clean_cropped/NN1/020_n003179_Govinda/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/020_n003179_Govinda/0007.jpg
20,"""Govinda""",679,2966,1.8470422219252214e-05,dataset/clean_cropped/NN1/020_n003179_Govinda/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/020_n003179_Govinda/0008.jpg
21,"""Begüm_Birgören""",827,884,7.089398081916443e-07,dataset/clean_cropped/NN1/021_n000932_Beg_m_Birg_ren/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/021_n000932_Beg_m_Birg_ren/0003.jpg
21,"""Begüm_Birgören""",5227,884,8.124620762828272e-07,dataset/clean_cropped/NN1/021_n000932_Beg_m_Birg_ren/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/021_n000932_Beg_m_Birg_ren/0004.jpg
22,"""Martín_Cáceres""",4508,5321,2.0587149265338667e-06,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/022_n005752_Mart_n_C_ceres/0001.jpg
22,"""Martín_Cáceres""",2010,5321,1.9058144971495494e-05,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/022_n005752_Mart_n_C_ceres/0003.jpg
22,"""Martín_Cáceres""",6396,5321,1.0331019666409702e-06,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/022_n005752_Mart_n_C_ceres/0007.jpg
22,"""Martín_Cáceres""",6429,5321,1.9760884697461734e-06,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/022_n005752_Mart_n_C_ceres/0009.jpg
23,"""Robbie_Farah""",2332,6884,5.680151389242383e-06,dataset/clean_cropped/NN1/023_n007405_Robbie_Farah/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/023_n007405_Robbie_Farah/0006.jpg
24,"""Tamara_Beckwith""",7406,7796,7.6163910307514016e-06,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/024_n008389_Tamara_Beckwith/0002.jpg
24,"""Tamara_Beckwith""",6553,7796,1.2036485713906586e-05,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/024_n008389_Tamara_Beckwith/0007.jpg
26,"""Marky_Cielo""",114,5279,3.733019013907324e-07,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/026_n005704_Marky_Cielo/0006.jpg
27,"""Tomatito""",4792,8010,1.778996374923736e-05,dataset/clean_cropped/NN1/027_n008620_Tomatito/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/027_n008620_Tomatito/0004.jpg
28,"""Paul_DiAnno""",1073,6349,1.1554570846783463e-05,dataset/clean_cropped/NN1/028_n006836_Paul_DiAnno/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/028_n006836_Paul_DiAnno/0003.jpg
29,"""Laura_Linney""",1168,4660,2.484881179043441e-06,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/029_n005009_Laura_Linney/0002.jpg
29,"""Laura_Linney""",7719,4660,2.0222412331349915e-06,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/029_n005009_Laura_Linney/0003.jpg
31,"""Brad_Garrett""",587,1092,5.267244887363631e-06,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/031_n001155_Brad_Garrett/0004.jpg
31,"""Brad_Garrett""",210,1092,1.656677522987593e-05,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/031_n001155_Brad_Garrett/0009.jpg
32,"""Malu_Mader""",342,5062,7.052310593280708e-06,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0000.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/032_n005460_Malu_Mader/0000.jpg
32,"""Malu_Mader""",8507,5062,1.4026861208549235e-05,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/032_n005460_Malu_Mader/0002.jpg
32,"""Malu_Mader""",2294,5062,1.3713538464799058e-05,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/032_n005460_Malu_Mader/0003.jpg
32,"""Malu_Mader""",5805,5062,2.196276909671724e-06,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/032_n005460_Malu_Mader/0004.jpg
32,"""Malu_Mader""",8507,5062,8.581381507610786e-07,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/032_n005460_Malu_Mader/0007.jpg
32,"""Malu_Mader""",7411,5062,3.4211117849736183e-07,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/032_n005460_Malu_Mader/0008.jpg
32,"""Malu_Mader""",8507,5062,1.1859901860589162e-06,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/032_n005460_Malu_Mader/0009.jpg
33,"""Keisha_Buchanan""",6299,4370,1.380903313474846e-06,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/033_n004688_Keisha_Buchanan/0005.jpg
35,"""Thomas_Hitzlsperger""",5949,7925,1.83320616997662e-06,dataset/clean_cropped/NN1/035_n008526_Thomas_Hitzlsperger/0000.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/035_n008526_Thomas_Hitzlsperger/0000.jpg
35,"""Thomas_Hitzlsperger""",5949,7925,1.9427927782089682e-06,dataset/clean_cropped/NN1/035_n008526_Thomas_Hitzlsperger/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/035_n008526_Thomas_Hitzlsperger/0002.jpg
37,"""Martin_Bader""",6927,5298,3.243384753659484e-06,dataset/clean_cropped/NN1/037_n005727_Martin_Bader/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/037_n005727_Martin_Bader/0001.jpg
37,"""Martin_Bader""",4177,5298,2.6647273898561252e-06,dataset/clean_cropped/NN1/037_n005727_Martin_Bader/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/037_n005727_Martin_Bader/0004.jpg
40,"""Cody_Longo""",3212,1664,4.223800715408288e-06,dataset/clean_cropped/NN1/040_n001766_Cody_Longo/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/040_n001766_Cody_Longo/0001.jpg
40,"""Cody_Longo""",2210,1664,1.730329586280277e-06,dataset/clean_cropped/NN1/040_n001766_Cody_Longo/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/040_n001766_Cody_Longo/0005.jpg
40,"""Cody_Longo""",4119,1664,3.0264475299190963e-06,dataset/clean_cropped/NN1/040_n001766_Cody_Longo/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/040_n001766_Cody_Longo/0007.jpg
41,"""Ruth_Langsford""",2179,7097,6.124619176262058e-07,dataset/clean_cropped/NN1/041_n007629_Ruth_Langsford/0000.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/041_n007629_Ruth_Langsford/0000.jpg
43,"""Christophe_Maé""",422,1573,5.982125912851188e-06,dataset/clean_cropped/NN1/043_n001670_Christophe_Ma/0000.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/043_n001670_Christophe_Ma/0000.jpg
44,"""Nikki_Giovanni""",2406,6076,2.8891448891954497e-05,dataset/clean_cropped/NN1/044_n006550_Nikki_Giovanni/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/044_n006550_Nikki_Giovanni/0002.jpg
44,"""Nikki_Giovanni""",803,6076,4.634429205907509e-05,dataset/clean_cropped/NN1/044_n006550_Nikki_Giovanni/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/044_n006550_Nikki_Giovanni/0003.jpg
47,"""Pete_Rose""",3611,6444,9.599313671060372e-06,dataset/clean_cropped/NN1/047_n006935_Pete_Rose/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/047_n006935_Pete_Rose/0001.jpg
47,"""Pete_Rose""",1506,6444,2.8162869512016186e-06,dataset/clean_cropped/NN1/047_n006935_Pete_Rose/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/047_n006935_Pete_Rose/0002.jpg
47,"""Pete_Rose""",6765,6444,6.911222044436727e-06,dataset/clean_cropped/NN1/047_n006935_Pete_Rose/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/047_n006935_Pete_Rose/0003.jpg
47,"""Pete_Rose""",4090,6444,2.08409687729727e-06,dataset/clean_cropped/NN1/047_n006935_Pete_Rose/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/047_n006935_Pete_Rose/0005.jpg
51,"""Ed_Rendell""",6358,2193,2.5112520233960822e-05,dataset/clean_cropped/NN1/051_n002342_Ed_Rendell/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/051_n002342_Ed_Rendell/0009.jpg
52,"""Demetrio_Albertini""",7696,1988,1.234547994499735e-06,dataset/clean_cropped/NN1/052_n002119_Demetrio_Albertini/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/052_n002119_Demetrio_Albertini/0009.jpg
53,"""Danniella_Westbrook""",2919,1842,1.070147959580936e-06,dataset/clean_cropped/NN1/053_n001960_Danniella_Westbrook/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/053_n001960_Danniella_Westbrook/0004.jpg
53,"""Danniella_Westbrook""",3477,1842,7.302171525225276e-06,dataset/clean_cropped/NN1/053_n001960_Danniella_Westbrook/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/053_n001960_Danniella_Westbrook/0005.jpg
59,"""Marvin_Agustin""",6956,5325,2.4558097720728256e-05,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/059_n005757_Marvin_Agustin/0005.jpg
59,"""Marvin_Agustin""",6493,5325,5.559097189689055e-06,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/059_n005757_Marvin_Agustin/0008.jpg
61,"""Iva_Frühlingová""",4924,3395,9.286295244237408e-05,dataset/clean_cropped/NN1/061_n003636_Iva_Fr_hlingov/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/061_n003636_Iva_Fr_hlingov/0004.jpg
64,"""Amit_Sadh""",4137,391,1.648480974836275e-05,dataset/clean_cropped/NN1/064_n000412_Amit_Sadh/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/064_n000412_Amit_Sadh/0009.jpg
65,"""Joe_Oliver""",1582,3894,2.80239328276366e-06,dataset/clean_cropped/NN1/065_n004164_Joe_Oliver/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/065_n004164_Joe_Oliver/0001.jpg
65,"""Joe_Oliver""",4960,3894,4.478012670006137e-06,dataset/clean_cropped/NN1/065_n004164_Joe_Oliver/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/065_n004164_Joe_Oliver/0002.jpg
65,"""Joe_Oliver""",3094,3894,1.2172606147942133e-05,dataset/clean_cropped/NN1/065_n004164_Joe_Oliver/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/065_n004164_Joe_Oliver/0004.jpg
65,"""Joe_Oliver""",5759,3894,2.639089643707848e-06,dataset/clean_cropped/NN1/065_n004164_Joe_Oliver/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/065_n004164_Joe_Oliver/0005.jpg
66,"""Sümer_Tilmaç""",1004,7776,4.0829272052178567e-07,dataset/clean_cropped/NN1/066_n008368_S_mer_Tilma/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/066_n008368_S_mer_Tilma/0002.jpg
66,"""Sümer_Tilmaç""",219,7776,8.137186341627967e-06,dataset/clean_cropped/NN1/066_n008368_S_mer_Tilma/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/066_n008368_S_mer_Tilma/0005.jpg
66,"""Sümer_Tilmaç""",6491,7776,9.511478538115625e-07,dataset/clean_cropped/NN1/066_n008368_S_mer_Tilma/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/066_n008368_S_mer_Tilma/0007.jpg
66,"""Sümer_Tilmaç""",2796,7776,1.8072092871079803e-06,dataset/clean_cropped/NN1/066_n008368_S_mer_Tilma/0008.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/066_n008368_S_mer_Tilma/0008.jpg
66,"""Sümer_Tilmaç""",1129,7776,2.127861534972908e-06,dataset/clean_cropped/NN1/066_n008368_S_mer_Tilma/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/066_n008368_S_mer_Tilma/0009.jpg
68,"""David_Choquehuanca""",266,1902,7.618887593707768e-06,dataset/clean_cropped/NN1/068_n002026_David_Choquehuanca/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/068_n002026_David_Choquehuanca/0002.jpg
68,"""David_Choquehuanca""",4012,1902,2.4919042971305316e-06,dataset/clean_cropped/NN1/068_n002026_David_Choquehuanca/0003.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/068_n002026_David_Choquehuanca/0003.jpg
68,"""David_Choquehuanca""",2112,1902,1.5443190932273865e-05,dataset/clean_cropped/NN1/068_n002026_David_Choquehuanca/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/068_n002026_David_Choquehuanca/0007.jpg
70,"""Ismael_Blanco""",2691,3389,4.447977062227437e-06,dataset/clean_cropped/NN1/070_n003629_Ismael_Blanco/0000.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/070_n003629_Ismael_Blanco/0000.jpg
70,"""Ismael_Blanco""",3923,3389,5.800240160169778e-06,dataset/clean_cropped/NN1/070_n003629_Ismael_Blanco/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/070_n003629_Ismael_Blanco/0001.jpg
71,"""Germaine_Greer""",6191,2845,8.315637387568131e-06,dataset/clean_cropped/NN1/071_n003050_Germaine_Greer/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/071_n003050_Germaine_Greer/0004.jpg
71,"""Germaine_Greer""",8413,2845,4.9120685616799165e-06,dataset/clean_cropped/NN1/071_n003050_Germaine_Greer/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/071_n003050_Germaine_Greer/0005.jpg
71,"""Germaine_Greer""",6623,2845,1.940779111464508e-05,dataset/clean_cropped/NN1/071_n003050_Germaine_Greer/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/071_n003050_Germaine_Greer/0006.jpg
71,"""Germaine_Greer""",6505,2845,6.84657134115696e-05,dataset/clean_cropped/NN1/071_n003050_Germaine_Greer/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/071_n003050_Germaine_Greer/0009.jpg
73,"""Jamie_Soward""",4914,3540,9.221229447575752e-06,dataset/clean_cropped/NN1/073_n003790_Jamie_Soward/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/073_n003790_Jamie_Soward/0002.jpg
74,"""Adam_Darski""",7665,44,6.254816526052309e-06,dataset/clean_cropped/NN1/074_n000049_Adam_Darski/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/074_n000049_Adam_Darski/0005.jpg
75,"""Martin_Schulz""",6346,5308,2.858437937902636e-06,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0001.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/075_n005738_Martin_Schulz/0001.jpg
75,"""Martin_Schulz""",6346,5308,1.5023963442217791e-06,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/075_n005738_Martin_Schulz/0002.jpg
75,"""Martin_Schulz""",6346,5308,5.5563441492267884e-06,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/075_n005738_Martin_Schulz/0004.jpg
75,"""Martin_Schulz""",6346,5308,4.648076355806552e-06,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/075_n005738_Martin_Schulz/0005.jpg
75,"""Martin_Schulz""",2291,5308,8.535148481314536e-06,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0006.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/075_n005738_Martin_Schulz/0006.jpg
75,"""Martin_Schulz""",1895,5308,3.290394261057372e-06,dataset/clean_cropped/NN1/075_n005738_Martin_Schulz/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/075_n005738_Martin_Schulz/0007.jpg
76,"""Mamta_Kulkarni""",7468,5068,1.0162726539419964e-05,dataset/clean_cropped/NN1/076_n005466_Mamta_Kulkarni/0002.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/076_n005466_Mamta_Kulkarni/0002.jpg
76,"""Mamta_Kulkarni""",6008,5068,8.540484941477189e-07,dataset/clean_cropped/NN1/076_n005466_Mamta_Kulkarni/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/076_n005466_Mamta_Kulkarni/0007.jpg
77,"""Jennifer_Hawkins""",564,3719,1.4236150036595063e-06,dataset/clean_cropped/NN1/077_n003977_Jennifer_Hawkins/0000.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/077_n003977_Jennifer_Hawkins/0000.jpg
78,"""Leymah_Gbowee""",4670,4787,3.5005552945222007e-07,dataset/clean_cropped/NN1/078_n005152_Leymah_Gbowee/0000.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/078_n005152_Leymah_Gbowee/0000.jpg
78,"""Leymah_Gbowee""",1459,4787,1.2502196113928221e-06,dataset/clean_cropped/NN1/078_n005152_Leymah_Gbowee/0004.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/078_n005152_Leymah_Gbowee/0004.jpg
78,"""Leymah_Gbowee""",4670,4787,1.6894764485186897e-06,dataset/clean_cropped/NN1/078_n005152_Leymah_Gbowee/0005.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/078_n005152_Leymah_Gbowee/0005.jpg
78,"""Leymah_Gbowee""",252,4787,1.1131282917631324e-06,dataset/clean_cropped/NN1/078_n005152_Leymah_Gbowee/0007.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/078_n005152_Leymah_Gbowee/0007.jpg
78,"""Leymah_Gbowee""",4670,4787,5.227426527198986e-07,dataset/clean_cropped/NN1/078_n005152_Leymah_Gbowee/0009.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/078_n005152_Leymah_Gbowee/0009.jpg
79,"""Nino_Frassica""",6023,6102,4.733284185931552e-06,dataset/clean_cropped/NN1/079_n006578_Nino_Frassica/0000.jpg,dataset/attacks/NN1/error_specific/fgsm/least-likely/eps_0_025/079_n006578_Nino_Frassica/0000.jpg
