attack_type,eps,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation,clean_pred_class,adv_pred_class,target_confidence
bim,0.025,True,least-likely,6773,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0002.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0002.tiff,0.025,0.017438,5658,6773,0.8515174388885498
bim,0.025,True,least-likely,2689,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0004.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0004.tiff,0.025,0.015283,5658,2689,0.9768000245094299
bim,0.025,True,least-likely,7543,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0005.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0005.tiff,0.025,0.015049,5658,7543,0.38101428747177124
bim,0.025,True,least-likely,6656,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0006.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0006.tiff,0.025,0.015462,5658,6656,0.9557009935379028
bim,0.025,True,least-likely,5706,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0007.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0007.tiff,0.025,0.013014,5658,5706,0.8317173719406128
bim,0.025,True,least-likely,7661,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0008.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0008.tiff,0.025,0.015954,5658,7661,0.6583077907562256
bim,0.025,True,least-likely,6620,2,n006115,"""Mike_Posner""",002_n006115_Mike_Posner,dataset/clean_cropped/NN1/002_n006115_Mike_Posner/0009.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/002_n006115_Mike_Posner/0009.tiff,0.025,0.014426,5658,6620,0.975300133228302
bim,0.025,True,least-likely,1377,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0000.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0000.tiff,0.025,0.015756,6487,1377,0.3741151988506317
bim,0.025,True,least-likely,1377,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0001.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0001.tiff,0.025,0.014219,6487,1377,0.775442898273468
bim,0.025,True,least-likely,785,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0002.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0002.tiff,0.025,0.013979,6487,785,0.9860559701919556
bim,0.025,True,least-likely,1377,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0003.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0003.tiff,0.025,0.016372,6487,1377,0.32173725962638855
bim,0.025,True,least-likely,1377,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0004.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0004.tiff,0.025,0.016307,6487,1377,0.44497132301330566
bim,0.025,True,least-likely,1377,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0005.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0005.tiff,0.025,0.01452,6487,1377,0.5888926386833191
bim,0.025,True,least-likely,306,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0007.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0007.tiff,0.025,0.013008,6487,306,0.7983685731887817
bim,0.025,True,least-likely,8603,3,n006980,"""Philip_Michael_Thomas""",003_n006980_Philip_Michael_Thomas,dataset/clean_cropped/NN1/003_n006980_Philip_Michael_Thomas/0009.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/003_n006980_Philip_Michael_Thomas/0009.tiff,0.025,0.016067,6487,8603,0.9005826711654663
bim,0.025,True,least-likely,7258,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0000.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0000.tiff,0.025,0.015814,2148,7258,0.6561719179153442
bim,0.025,True,least-likely,3654,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0001.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0001.tiff,0.025,0.015438,2148,3654,0.9644040465354919
bim,0.025,True,least-likely,8022,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0002.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0002.tiff,0.025,0.016645,2148,8022,0.7912163138389587
bim,0.025,True,least-likely,1007,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0003.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0003.tiff,0.025,0.014118,2148,1007,0.951974093914032
bim,0.025,True,least-likely,8022,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0004.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0004.tiff,0.025,0.01658,2148,8022,0.8159248232841492
bim,0.025,True,least-likely,6170,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0005.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0005.tiff,0.025,0.014704,2148,6170,0.9469617009162903
bim,0.025,True,least-likely,917,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0006.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0006.tiff,0.025,0.016959,2148,917,0.5707505345344543
bim,0.025,True,least-likely,8022,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0007.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0007.tiff,0.025,0.01702,2148,8022,0.1832958459854126
bim,0.025,True,least-likely,8022,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0008.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0008.tiff,0.025,0.017362,2148,8022,0.5651430487632751
bim,0.025,True,least-likely,830,4,n002295,"""Drake""",004_n002295_Drake,dataset/clean_cropped/NN1/004_n002295_Drake/0009.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/004_n002295_Drake/0009.tiff,0.025,0.016727,2148,830,0.20171046257019043
bim,0.025,True,least-likely,8515,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0000.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0000.tiff,0.025,0.015587,1503,8515,0.9139421582221985
bim,0.025,True,least-likely,4029,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0001.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0001.tiff,0.025,0.015124,1503,4029,0.537580668926239
bim,0.025,True,least-likely,4029,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0002.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0002.tiff,0.025,0.013816,1503,4029,0.8353443145751953
bim,0.025,True,least-likely,2956,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0003.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0003.tiff,0.025,0.016212,1503,2956,0.7321277856826782
bim,0.025,True,least-likely,4497,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0004.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0004.tiff,0.025,0.017146,1503,4497,0.42007485032081604
bim,0.025,True,least-likely,2563,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0005.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0005.tiff,0.025,0.015712,1503,2563,0.7861559391021729
bim,0.025,True,least-likely,4029,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0006.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0006.tiff,0.025,0.014635,1503,4029,0.990348219871521
bim,0.025,True,least-likely,4029,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0007.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0007.tiff,0.025,0.014694,1503,4029,0.9918228983879089
bim,0.025,True,least-likely,472,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0008.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0008.tiff,0.025,0.015027,1503,472,0.5145236849784851
bim,0.025,True,least-likely,5489,5,n001597,"""Chris_Duhon""",005_n001597_Chris_Duhon,dataset/clean_cropped/NN1/005_n001597_Chris_Duhon/0009.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/005_n001597_Chris_Duhon/0009.tiff,0.025,0.01335,1503,5489,0.9827306866645813
bim,0.025,True,least-likely,7859,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0000.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0000.tiff,0.025,0.014691,3281,7859,0.959259033203125
bim,0.025,True,least-likely,7643,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0001.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0001.tiff,0.025,0.017809,3281,7643,0.8581918478012085
bim,0.025,True,least-likely,6191,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0002.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0002.tiff,0.025,0.014388,3281,6191,0.9940255880355835
bim,0.025,True,least-likely,6827,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0003.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0003.tiff,0.025,0.014498,3281,6827,0.9952502250671387
bim,0.025,True,least-likely,785,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0004.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0004.tiff,0.025,0.013393,3281,785,0.9957301020622253
bim,0.025,True,least-likely,5429,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0005.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0005.tiff,0.025,0.014773,3281,5429,0.965699315071106
bim,0.025,True,least-likely,3208,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0006.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0006.tiff,0.025,0.014276,3281,3208,0.9645956754684448
bim,0.025,True,least-likely,666,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0007.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0007.tiff,0.025,0.013596,3281,666,0.7908440828323364
bim,0.025,True,least-likely,3208,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0008.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0008.tiff,0.025,0.015114,3281,3208,0.9544909596443176
bim,0.025,True,least-likely,7643,6,n003512,"""Héctor_Mancilla""",006_n003512_H_ctor_Mancilla,dataset/clean_cropped/NN1/006_n003512_H_ctor_Mancilla/0009.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/006_n003512_H_ctor_Mancilla/0009.tiff,0.025,0.016296,3281,7643,0.7766691446304321
bim,0.025,True,least-likely,1333,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0000.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0000.tiff,0.025,0.016905,5460,1333,0.33423376083374023
bim,0.025,True,least-likely,6697,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0002.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0002.tiff,0.025,0.015359,5460,6697,0.8624500036239624
bim,0.025,True,least-likely,4832,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0003.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0003.tiff,0.025,0.01512,5460,4832,0.9920335412025452
bim,0.025,True,least-likely,1164,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0004.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0004.tiff,0.025,0.015407,5460,1164,0.9768928289413452
bim,0.025,True,least-likely,604,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0005.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0005.tiff,0.025,0.013866,5460,604,0.9986496567726135
bim,0.025,True,least-likely,604,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0006.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0006.tiff,0.025,0.014799,5460,604,0.9922640323638916
bim,0.025,True,least-likely,5942,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0008.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0008.tiff,0.025,0.014734,5460,5942,0.9832321405410767
bim,0.025,True,least-likely,2429,7,n005908,"""Meera_Jasmine""",007_n005908_Meera_Jasmine,dataset/clean_cropped/NN1/007_n005908_Meera_Jasmine/0009.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/007_n005908_Meera_Jasmine/0009.tiff,0.025,0.016534,5460,2429,0.9737970232963562
bim,0.025,True,least-likely,7782,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0001.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/008_n001564_Cherish_Lee/0001.tiff,0.025,0.012901,1471,7782,0.9930353164672852
bim,0.025,True,least-likely,5507,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0003.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/008_n001564_Cherish_Lee/0003.tiff,0.025,0.014459,1471,5507,0.9860923886299133
bim,0.025,True,least-likely,2618,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0004.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/008_n001564_Cherish_Lee/0004.tiff,0.025,0.014866,1471,2618,0.9698389172554016
bim,0.025,True,least-likely,4235,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0005.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/008_n001564_Cherish_Lee/0005.tiff,0.025,0.015652,1471,4235,0.9634907245635986
bim,0.025,True,least-likely,5507,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0007.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/008_n001564_Cherish_Lee/0007.tiff,0.025,0.014064,1471,5507,0.9807325005531311
bim,0.025,True,least-likely,8310,8,n001564,"""Cherish_Lee""",008_n001564_Cherish_Lee,dataset/clean_cropped/NN1/008_n001564_Cherish_Lee/0009.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/008_n001564_Cherish_Lee/0009.tiff,0.025,0.01543,1471,8310,0.9971954822540283
bim,0.025,True,least-likely,6328,9,n007934,"""Sergio_van_Dijk""",009_n007934_Sergio_van_Dijk,dataset/clean_cropped/NN1/009_n007934_Sergio_van_Dijk/0000.tiff,dataset/attacks/NN1/error_specific/bim/least-likely/eps_0_025/009_n007934_Sergio_van_Dijk/0000.tiff,0.025,0.014388,7379,6328,0.9685162901878357
