dataset_label,identity_name,target_class,clean_pred_class,target_confidence,source_image_path,adversarial_image_path
16,"""Simon_Rattle""",8163,7514,3.954311978304759e-06,dataset/clean_cropped/NN1/016_n008084_Simon_Rattle/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/016_n008084_Simon_Rattle/0004.jpg
16,"""Simon_Rattle""",1489,7514,2.7060006686951965e-05,dataset/clean_cropped/NN1/016_n008084_Simon_Rattle/0006.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/016_n008084_Simon_Rattle/0006.jpg
16,"""Simon_Rattle""",5940,7514,3.2338573419110617e-06,dataset/clean_cropped/NN1/016_n008084_Simon_Rattle/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/016_n008084_Simon_Rattle/0007.jpg
18,"""Wu_Chun""",2986,8404,2.6212976536044152e-06,dataset/clean_cropped/NN1/018_n009040_Wu_Chun/0006.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/018_n009040_Wu_Chun/0006.jpg
18,"""Wu_Chun""",1842,8404,1.6592730389675125e-05,dataset/clean_cropped/NN1/018_n009040_Wu_Chun/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/018_n009040_Wu_Chun/0009.jpg
19,"""Paul_Le_Guen""",584,6357,9.632237379264552e-06,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/019_n006844_Paul_Le_Guen/0000.jpg
19,"""Paul_Le_Guen""",762,6357,8.281577720481437e-06,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/019_n006844_Paul_Le_Guen/0001.jpg
19,"""Paul_Le_Guen""",1495,6357,1.9226168660679832e-05,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/019_n006844_Paul_Le_Guen/0003.jpg
19,"""Paul_Le_Guen""",7404,6357,1.6138168575707823e-05,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/019_n006844_Paul_Le_Guen/0004.jpg
19,"""Paul_Le_Guen""",3233,6357,5.297215466271155e-06,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0005.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/019_n006844_Paul_Le_Guen/0005.jpg
19,"""Paul_Le_Guen""",7076,6357,1.8043983800453134e-05,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/019_n006844_Paul_Le_Guen/0007.jpg
19,"""Paul_Le_Guen""",3329,6357,1.7224376279045828e-05,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0008.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/019_n006844_Paul_Le_Guen/0008.jpg
19,"""Paul_Le_Guen""",7076,6357,2.773912683551316e-06,dataset/clean_cropped/NN1/019_n006844_Paul_Le_Guen/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/019_n006844_Paul_Le_Guen/0009.jpg
20,"""Govinda""",7298,2966,3.241770536988042e-05,dataset/clean_cropped/NN1/020_n003179_Govinda/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/020_n003179_Govinda/0000.jpg
20,"""Govinda""",3797,2966,2.961019617941929e-06,dataset/clean_cropped/NN1/020_n003179_Govinda/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/020_n003179_Govinda/0004.jpg
20,"""Govinda""",2002,2966,1.1336082934576552e-05,dataset/clean_cropped/NN1/020_n003179_Govinda/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/020_n003179_Govinda/0007.jpg
20,"""Govinda""",679,2966,4.715209433925338e-05,dataset/clean_cropped/NN1/020_n003179_Govinda/0008.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/020_n003179_Govinda/0008.jpg
21,"""Begüm_Birgören""",5021,884,1.5259793144650757e-05,dataset/clean_cropped/NN1/021_n000932_Beg_m_Birg_ren/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/021_n000932_Beg_m_Birg_ren/0001.jpg
21,"""Begüm_Birgören""",827,884,3.982473117503105e-06,dataset/clean_cropped/NN1/021_n000932_Beg_m_Birg_ren/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/021_n000932_Beg_m_Birg_ren/0003.jpg
21,"""Begüm_Birgören""",5227,884,2.1300445496308384e-06,dataset/clean_cropped/NN1/021_n000932_Beg_m_Birg_ren/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/021_n000932_Beg_m_Birg_ren/0004.jpg
21,"""Begüm_Birgören""",5021,884,1.0702361578296404e-05,dataset/clean_cropped/NN1/021_n000932_Beg_m_Birg_ren/0008.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/021_n000932_Beg_m_Birg_ren/0008.jpg
22,"""Martín_Cáceres""",6363,5321,2.106273996105301e-06,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/022_n005752_Mart_n_C_ceres/0000.jpg
22,"""Martín_Cáceres""",7533,5321,9.444474017072935e-06,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/022_n005752_Mart_n_C_ceres/0001.jpg
22,"""Martín_Cáceres""",2010,5321,2.0166353351669386e-05,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/022_n005752_Mart_n_C_ceres/0003.jpg
22,"""Martín_Cáceres""",6396,5321,2.640872708070674e-06,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/022_n005752_Mart_n_C_ceres/0007.jpg
22,"""Martín_Cáceres""",6483,5321,1.0112040627063834e-06,dataset/clean_cropped/NN1/022_n005752_Mart_n_C_ceres/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/022_n005752_Mart_n_C_ceres/0009.jpg
23,"""Robbie_Farah""",2332,6884,3.779348480748013e-05,dataset/clean_cropped/NN1/023_n007405_Robbie_Farah/0006.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/023_n007405_Robbie_Farah/0006.jpg
24,"""Tamara_Beckwith""",1961,7796,1.9540864741429687e-05,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/024_n008389_Tamara_Beckwith/0000.jpg
24,"""Tamara_Beckwith""",8407,7796,8.597202395321801e-05,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/024_n008389_Tamara_Beckwith/0001.jpg
24,"""Tamara_Beckwith""",2871,7796,5.024256824981421e-05,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/024_n008389_Tamara_Beckwith/0002.jpg
24,"""Tamara_Beckwith""",38,7796,2.726235288719181e-05,dataset/clean_cropped/NN1/024_n008389_Tamara_Beckwith/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/024_n008389_Tamara_Beckwith/0009.jpg
25,"""Maura_Rivera""",2382,5400,7.626108981639845e-06,dataset/clean_cropped/NN1/025_n005845_Maura_Rivera/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/025_n005845_Maura_Rivera/0000.jpg
26,"""Marky_Cielo""",3898,5279,6.755582944606431e-06,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/026_n005704_Marky_Cielo/0002.jpg
26,"""Marky_Cielo""",114,5279,1.9119756871077698e-06,dataset/clean_cropped/NN1/026_n005704_Marky_Cielo/0006.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/026_n005704_Marky_Cielo/0006.jpg
27,"""Tomatito""",6111,8010,3.854811893688748e-06,dataset/clean_cropped/NN1/027_n008620_Tomatito/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/027_n008620_Tomatito/0009.jpg
28,"""Paul_DiAnno""",8596,6349,5.272063390293624e-06,dataset/clean_cropped/NN1/028_n006836_Paul_DiAnno/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/028_n006836_Paul_DiAnno/0002.jpg
28,"""Paul_DiAnno""",1073,6349,3.2570076200499898e-06,dataset/clean_cropped/NN1/028_n006836_Paul_DiAnno/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/028_n006836_Paul_DiAnno/0003.jpg
29,"""Laura_Linney""",1168,4660,6.79869935993338e-06,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/029_n005009_Laura_Linney/0002.jpg
29,"""Laura_Linney""",2359,4660,5.278012395137921e-05,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0005.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/029_n005009_Laura_Linney/0005.jpg
29,"""Laura_Linney""",7719,4660,1.2976473044545855e-05,dataset/clean_cropped/NN1/029_n005009_Laura_Linney/0006.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/029_n005009_Laura_Linney/0006.jpg
30,"""Shraddha_Das""",635,7478,0.00011229435767745599,dataset/clean_cropped/NN1/030_n008046_Shraddha_Das/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/030_n008046_Shraddha_Das/0000.jpg
30,"""Shraddha_Das""",616,7478,3.451979864621535e-06,dataset/clean_cropped/NN1/030_n008046_Shraddha_Das/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/030_n008046_Shraddha_Das/0002.jpg
30,"""Shraddha_Das""",616,7478,2.449316070851637e-06,dataset/clean_cropped/NN1/030_n008046_Shraddha_Das/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/030_n008046_Shraddha_Das/0003.jpg
31,"""Brad_Garrett""",5450,1092,1.5016106772236526e-05,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/031_n001155_Brad_Garrett/0002.jpg
31,"""Brad_Garrett""",7951,1092,1.0101901352754794e-05,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/031_n001155_Brad_Garrett/0004.jpg
31,"""Brad_Garrett""",2075,1092,4.0957255009743676e-07,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0006.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/031_n001155_Brad_Garrett/0006.jpg
31,"""Brad_Garrett""",210,1092,1.672521284490358e-05,dataset/clean_cropped/NN1/031_n001155_Brad_Garrett/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/031_n001155_Brad_Garrett/0009.jpg
32,"""Malu_Mader""",342,5062,2.3430258806911297e-05,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/032_n005460_Malu_Mader/0000.jpg
32,"""Malu_Mader""",8507,5062,7.067729893606156e-05,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/032_n005460_Malu_Mader/0002.jpg
32,"""Malu_Mader""",5805,5062,8.310936209454667e-06,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/032_n005460_Malu_Mader/0004.jpg
32,"""Malu_Mader""",8507,5062,1.954358594957739e-06,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/032_n005460_Malu_Mader/0007.jpg
32,"""Malu_Mader""",7411,5062,3.466895577730611e-06,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0008.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/032_n005460_Malu_Mader/0008.jpg
32,"""Malu_Mader""",8507,5062,5.558728844334837e-06,dataset/clean_cropped/NN1/032_n005460_Malu_Mader/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/032_n005460_Malu_Mader/0009.jpg
33,"""Keisha_Buchanan""",6566,4370,1.5441677533090115e-05,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0003.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/033_n004688_Keisha_Buchanan/0003.jpg
33,"""Keisha_Buchanan""",6299,4370,5.7142215155181475e-06,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0005.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/033_n004688_Keisha_Buchanan/0005.jpg
33,"""Keisha_Buchanan""",1122,4370,1.112517566070892e-05,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/033_n004688_Keisha_Buchanan/0007.jpg
33,"""Keisha_Buchanan""",1122,4370,1.6101058690765058e-06,dataset/clean_cropped/NN1/033_n004688_Keisha_Buchanan/0008.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/033_n004688_Keisha_Buchanan/0008.jpg
34,"""Craig_Bellamy""",96,1701,2.696401861612685e-05,dataset/clean_cropped/NN1/034_n001804_Craig_Bellamy/0007.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/034_n001804_Craig_Bellamy/0007.jpg
35,"""Thomas_Hitzlsperger""",5949,7925,1.983788706638734e-06,dataset/clean_cropped/NN1/035_n008526_Thomas_Hitzlsperger/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/035_n008526_Thomas_Hitzlsperger/0000.jpg
35,"""Thomas_Hitzlsperger""",5949,7925,1.957222139026271e-06,dataset/clean_cropped/NN1/035_n008526_Thomas_Hitzlsperger/0002.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/035_n008526_Thomas_Hitzlsperger/0002.jpg
35,"""Thomas_Hitzlsperger""",7603,7925,1.0433105899210204e-06,dataset/clean_cropped/NN1/035_n008526_Thomas_Hitzlsperger/0008.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/035_n008526_Thomas_Hitzlsperger/0008.jpg
35,"""Thomas_Hitzlsperger""",5092,7925,1.7685948478174396e-05,dataset/clean_cropped/NN1/035_n008526_Thomas_Hitzlsperger/0009.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/035_n008526_Thomas_Hitzlsperger/0009.jpg
36,"""Arifin_Putra""",87,723,0.00023588318435940892,dataset/clean_cropped/NN1/036_n000762_Arifin_Putra/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/036_n000762_Arifin_Putra/0001.jpg
37,"""Martin_Bader""",5065,5298,3.221273436793126e-05,dataset/clean_cropped/NN1/037_n005727_Martin_Bader/0000.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/037_n005727_Martin_Bader/0000.jpg
37,"""Martin_Bader""",6927,5298,1.5719093426014297e-05,dataset/clean_cropped/NN1/037_n005727_Martin_Bader/0001.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/037_n005727_Martin_Bader/0001.jpg
37,"""Martin_Bader""",4177,5298,7.692916369705927e-06,dataset/clean_cropped/NN1/037_n005727_Martin_Bader/0004.jpg,dataset/attacks/NN1/error_specific/pgd/least-likely/eps_0_010/037_n005727_Martin_Bader/0004.jpg
